title,make_id,model_id,variant_id,body_id,year,center_id,color,vin,lot,doors,seats,fuel_type,fuel_details,transmission,transmission_details,euro_status,cc,keys,engine_runs,mileage,mileage_warranted,former_keepers,vat_status,bidding_history,last_bid,bidding_status,cap_new,cap_retail,cap_clean,cap_average,cap_below,glass_new,glass_retail,glass_trade,autotrader_retail_value,autotrader_trade_value,buy_now_price,start_date,start_time,end_date,mot_expiry_date,mot_due,inspection_date,dor,v5,reg,service_history,no_of_services,number_of_services_details,last_service,last_service_mileage,dvsa_mileage,inspection_report,other_report,service_notes,vendor,grade,tyres_condition,general_condition,brakes,hubs,features,equipment,additional_information,imported,declarations,damaged_images,damage_details,images
SMART FORTWO 1.0 PASSION Coupe,SMART,FORTWO,PASSION,Coupe,2007,Paddock Wood,BLACK,WME4513312K052410,U424PW,2,,Petrol,Petrol,Auto Clutch,Auto Clutch,,1.0,2,False,120601,Yes,5.0,VAT Margin,"['£775', '£750', '£725', '£700']",775,On Sale,,,620,240,150,,,,,,,2026-01-03,09:30:00,,2026-09-21T00:00:00Z,,,,Present,LG57 OLR,,,,2025-03-19T00:00:00Z,113269,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LG57 OLR-GB,,,,3,,,,,,"Air Conditioning, Alloy Wheels, Panoramic Roof","[{'cO2': '112 g/km', 'nox': '0.012 g/km'}, ['Key Condition - Remote Inoperative']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398780, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398790, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398801, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398806, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398817, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398837, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398861, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398884, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398903, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398923"
SSANGYONG KORANDO 2.2 D 178 EX 4WD StationWagon,SSANGYONG,KORANDO,D,StationWagon,2016,Preston,WHITE,KPTB0B1WSGP234068,U514PR,5,,Diesel,Diesel,Manual Transmission,Manual Transmission,,2.2,2,False,92873,Yes,4.0,VAT Margin,"['£2,250', '£2,200', '£2,150', '£2,100', '£2,050', '£2,000', '£1,950', '£1,900', '£1,850', '£1,800', '£1,750', '£1,700', '£1,650', '£1,600']",2250,On Sale,,,1750,1350,940,,,,,,,2026-01-03,09:30:00,,2026-01-03T00:00:00Z,,,,Present,MRZ 6979,,,,2023-01-03T00:00:00Z,62804,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=MRZ 6979-GB,,,,2,,,,,,"Parking Sensor(s), Climate Control, 17"" Alloy Wheels, Temporary Spare Wheel, Privacy Glass","[{'cO2': '152 g/km', 'nox': '0.064 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497170, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497178, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497185, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497197, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497213, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497234, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497258, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497282, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497304, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663497333"
SUZUKI ALTO 1.0 SZ3 Hatchback,SUZUKI,ALTO,SZ3,Hatchback,2013,Nottingham,RED,MA3GFC31S00560116,U367NT,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,103976,Yes,2.0,VAT Margin,"['£475', '£450', '£400', '£300']",475,On Sale,,,730,330,150,,,,,,,2026-01-03,09:30:00,,2026-07-26T00:00:00Z,,,,Present,FE63 VAM,,,,2023-07-24T00:00:00Z,94116,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=FE63 VAM-GB,,,,4,,,,,,na,"[{'cO2': '99 g/km', 'nox': '0.004 g/km'}, ['Sold With - v5/sb/sk in office']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414491, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414498, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414508, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414514, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414524, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414540, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414559, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414574, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414589, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=658414597"
SUZUKI SPLASH 1.2 GLS + Hatchback,SUZUKI,SPLASH,GLS,Hatchback,2011,Nottingham,BLACK,TSMEXB32S00395432,U352NT,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,132130,Yes,1.0,VAT Margin,"['£800', '£775', '£750', '£700']",800,On Sale,,,660,260,150,,,,,,,2026-01-03,09:30:00,,2026-07-30T00:00:00Z,,,,Present,YE11 ZKX,,,,2023-07-31T00:00:00Z,117658,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YE11 ZKX-GB,,,,3,,,,,,"Parking Sensor(s), Air Conditioning, Tyre Inflation Kit, Alloy Wheels, Privacy Glass","[{'cO2': '129 g/km', 'nox': None}, ['Sold With - v5 in office']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570225, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570230, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570243, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570257, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570275, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570294, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570311, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570335, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570351, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665570366"
SUZUKI SPLASH 1.2 SZ3 Hatchback,SUZUKI,SPLASH,SZ3,Hatchback,2011,Nottingham,BLUE,TSMEXB32S00569350,U358NT,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,1,False,81907,Yes,4.0,VAT Margin,"['£475', '£450', '£425', '£400']",475,On Sale,,,980,580,190,,,,,,,2026-01-03,09:30:00,,2026-02-05T00:00:00Z,,,,Present,OY61 LUW,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=OY61 LUW-GB,,,,5,,,,,,Air Conditioning,"[{'cO2': '119 g/km', 'nox': '0.008 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794830, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794842, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794856, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794865, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794875, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794891, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794907, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794938, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794969, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664794992"
SUZUKI SWIFT 1.2 SZ3 Hatchback,SUZUKI,SWIFT,SZ3,Hatchback,2013,Manchester,ORANGE,TSMNZA72S00341017,U228MA,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.2,2,False,58603,Incorrect,2.0,VAT Margin,"['£1,575', '£1,550', '£1,525', '£1,500', '£1,400']",1575,Provisional,,,2525,2050,1600,,,,,,,2026-01-03,09:30:00,,2026-07-10T00:00:00Z,,,,Present,DF13 CHX,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=DF13 CHX-GB,,,,4,,,,,,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel","[{'cO2': '116 g/km', 'nox': '0.013 g/km'}, ['Mileage Incorrect - VOSA discrepancy', 'DVSA Discrepancy', 'Door(s) - Inoperative - Tailgate']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634796, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634799, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634801, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634804, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634805, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634810, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634813, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634815, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634818, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=663634820"
SUZUKI GRAND VITARA 2.4 VVT SZ3 StationWagon,SUZUKI,GRAND VITARA,SZ3,StationWagon,2012,Nottingham,BEIGE,JSAJTAA4V00250368,U388NT,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,2.4,2,False,52211,Incorrect,1.0,VAT Margin,"['£2,250', '£2,200', '£2,150', '£2,100', '£2,000', '£1,900']",2250,On Sale,,,2750,2300,1800,,,,,,,2026-01-03,09:30:00,,2026-03-30T00:00:00Z,,,,Present,FL12 UMW,,,,2022-07-25T00:00:00Z,48579,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=FL12 UMW-GB,,,,4,,,,,,"Climate Control, Alloy Wheels","[{'cO2': '201 g/km', 'nox': '0.019 g/km'}, ['DVSA Discrepancy']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398889, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398898, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398908, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398921, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398931, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398946, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398965, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398980, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665398995, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665399012"
SUZUKI ALTO 1.0 SZ3 Hatchback,SUZUKI,ALTO,SZ3,Hatchback,2011,Preston,RED,MA3GFC31S00266795,U491PR,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,70793,Yes,6.0,VAT Margin,"['£375', '£350', '£300']",375,On Sale,,,730,330,150,,,,,,,2026-01-03,09:30:00,,2026-01-28T00:00:00Z,,,,Present,PO11 XOS,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=PO11 XOS-GB,,,,5,,,,,,Air Conditioning,"[{'cO2': '103 g/km', 'nox': '0.004 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109058, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109062, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109064, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109068, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109071, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109079, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109084, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109090, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109094, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665109101"
SUZUKI JIMNY 1.3 VVT JLX Estate,SUZUKI,JIMNY,JLX,Estate,2005,Walsall,SILVER,JSAFJB43V00204815,U556WL,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.3,1,False,72260,Yes,5.0,VAT Margin,"['£1,550', '£1,525', '£1,500', '£1,475', '£1,450', '£1,400', '£1,300']",1550,On Sale,,,,,,,,,,,,2026-01-03,09:30:00,,2026-01-26T00:00:00Z,,,,Present,YA05 ATU,,,,0001-01-01T00:00:00Z,0,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YA05 ATU-GB,,,,5,,,,,,"Alloy Wheels, Temporary Spare Wheel","[{'cO2': '174 g/km', 'nox': '0.006 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637346, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637352, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637356, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637361, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637365, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637377, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637383, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637391, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637397, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665637402"
SUZUKI CELERIO 1.0 SZ2 Hatchback,SUZUKI,CELERIO,SZ2,Hatchback,2015,Paddock Wood,RED,MMSLFE42S00124535,U468PW,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,14696,Incorrect,1.0,VAT Margin,"['£3,175', '£3,150', '£3,100', '£3,050', '£3,000', '£2,900', '£2,800']",3175,On Sale,,,,,,,,,,,,2026-01-03,09:30:00,,2026-10-08T00:00:00Z,,,,Present,LV65 EOF,,,,2021-03-23T00:00:00Z,10840,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=LV65 EOF-GB,,,,4,,,,,,na,"[{'cO2': '99 g/km', 'nox': '0.010 g/km'}, ['DVSA Discrepancy']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462390, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462391, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462393, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462394, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462395, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462396, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462397, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462406, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462416, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665462425"
TOYOTA AYGO 1.0 VVT-I FIRE Hatchback,TOYOTA,AYGO,FIRE,Hatchback,2013,Measham,WHITE,JTDKG18C80N697302,U261MM,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,1,False,71662,Yes,5.0,VAT Margin,"['£1,925', '£1,900', '£1,800']",1925,Provisional,,,1875,1450,1025,,,,,,,2026-01-03,09:30:00,,2026-04-07T00:00:00Z,,,,Present,GJ13 UFN,,,,2024-06-08T00:00:00Z,62380,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=GJ13 UFN-GB,,,,3,,,,,,"Navigation HDD, Parking Sensor(s), Air Conditioning, Alloy Wheels, Steel Spare Wheel, Privacy Glass","[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, ['Key Condition - Damaged casing']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044789, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044794, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044796, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044799, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044801, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044807, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044815, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044822, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044828, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665044836"
TOYOTA AYGO 1.0 VVT-I MODE Hatchback,TOYOTA,AYGO,MODE,Hatchback,2013,Measham,BLACK,JTDKG10C70N722573,U253MM,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,50125,Yes,3.0,VAT Margin,"['£2,650', '£2,600', '£2,550', '£2,500', '£2,400', '£2,300']",2650,On Sale,,,2050,1600,1150,,,,,,,2026-01-03,09:30:00,,2026-11-29T00:00:00Z,,,,Present,SB63 NAA,,,,2016-11-21T00:00:00Z,19389,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SB63 NAA-GB,,,,2,,,,,,"Alloy Wheels, Privacy Glass","[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, ['Key Condition - Remote Inoperative']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456092, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456095, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456097, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456099, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456101, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456104, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456107, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456110, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456113, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665456114"
TOYOTA AYGO 1.0 VVT-I FIRE Hatchback,TOYOTA,AYGO,FIRE,Hatchback,2013,Edinburgh,WHITE,JTDKG18CX0N687810,U146ED,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,78450,Yes,8.0,VAT Margin,"['£725', '£700', '£675', '£650', '£625', '£600']",725,On Sale,,,1700,1275,890,,,,,,,2026-01-03,09:30:00,,2026-04-15T00:00:00Z,,,,Present,ST13 ZHV,,,,2025-04-02T00:00:00Z,74521,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=ST13 ZHV-GB,,,,4,,,,,,"Alloy Wheels, Privacy Glass","[{'cO2': '99 g/km', 'nox': '0.005 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664952935, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664952943, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664952954, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664952967, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664952977, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664952996, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664953012, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664953028, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664953043, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=664953065"
TOYOTA IQ 1.0 VVT-I Hatchback,TOYOTA,IQ,VVT-I,Hatchback,2009,Measham,WHITE,JTNML11020J044293,U276MM,3,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,1,False,111285,Yes,3.0,VAT Margin,"['£850', '£825', '£800']",850,On Sale,,,1150,740,350,,,,,,,2026-01-03,09:30:00,,2026-01-06T00:00:00Z,,,,Present,CV59 YSS,,,,2012-12-20T00:00:00Z,6568,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=CV59 YSS-GB,,,,3,,,,,,"Air Conditioning, Alloy Wheels","[{'cO2': '99 g/km', 'nox': None}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309622, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309625, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309628, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309633, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309638, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309642, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309645, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309653, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309656, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665309662"
TOYOTA COROLLA 1.4 VVTI T2 Hatchback,TOYOTA,COROLLA,T2,Hatchback,2004,Bristol,SILVER,JTDKM28E600035019,U056BR,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.4,2,False,79049,Yes,3.0,VAT Margin,"['£900', '£875', '£850', '£825', '£800']",900,On Sale,,,,,,,,,,,,2026-01-03,09:30:00,,2026-11-19T00:00:00Z,,,,Present,CJ53 CYK,,,,2014-11-14T00:00:00Z,44666,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=CJ53 CYK-GB,,,,3,,,,,,Steel Spare Wheel,"[{'cO2': '159 g/km', 'nox': '0.020 g/km'}, ['Key Condition - Damaged casing']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665125994, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126012, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126024, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126038, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126056, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126116, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126157, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126192, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126226, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126261"
TOYOTA VERSO 1.6 V-MATIC ICON (7ST) MPV,TOYOTA,VERSO,ICON,MPV,2014,Bedford,BLUE,NMTDE26R10R035386,U032BD,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.6,2,False,159609,Yes,2.0,VAT Margin,"['£1,650', '£1,600', '£1,500']",1650,On Sale,,,2625,2150,1675,,,,,,,2026-01-03,09:30:00,,2026-07-22T00:00:00Z,,,,Present,SFZ 5137,,,,2025-07-16T00:00:00Z,155189,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SFZ 5137-GB,,,,5,,,,,,"Climate Control, 7 Seats, Alloy Wheels","[{'cO2': '154 g/km', 'nox': '0.016 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126112, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126120, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126126, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126137, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126153, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126184, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126210, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126241, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126275, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665126297"
TOYOTA YARIS 1.3 VVT-I TR Hatchback,TOYOTA,YARIS,TR,Hatchback,2010,Measham,GREY,VNKKH96350A142403,U295MM,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.3,2,False,77136,Yes,2.0,VAT Margin,"['£1,350', '£1,300', '£1,200']",1350,On Sale,,,1250,860,470,,,,,,,2026-01-03,09:30:00,,2026-05-25T00:00:00Z,,,,Present,YM10 BEY,,,,2025-05-15T00:00:00Z,74348,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=YM10 BEY-GB,,,,5,,,,,,"Air Conditioning, Alloy Wheels, Temporary Spare Wheel","[{'cO2': '120 g/km', 'nox': '0.020 g/km'}, ['Key Condition - Remote Inoperative']]",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082937, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082941, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082948, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082951, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082954, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082959, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082963, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082971, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082979, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665082990"
TOYOTA AYGO 1.0 VVT-I X-PRESSION Hatchback,TOYOTA,AYGO,VVT-I,Hatchback,2014,Edinburgh,RED,JTDKGNEC80N009133,U132ED,5,,Petrol,Petrol,Manual Transmission,Manual Transmission,,1.0,2,False,97229,Yes,4.0,VAT Margin,"['£1,725', '£1,700', '£1,650', '£1,600']",1725,Provisional,,,2575,2125,1675,,,,,,,2026-01-03,09:30:00,,0001-01-01T00:00:00Z,,,,Present,SY14 VHN,,,,2024-06-04T00:00:00Z,84995,,https://www1.bcaimage.com/Document?DocType=InspectionBase&Reg=SY14 VHN-GB,,,,4,,,,,,"Air Conditioning, Half Leather Trim, Alloy Wheels","[{'cO2': '95 g/km', 'nox': '0.008 g/km'}, 'na']",,,,,"https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272148, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272164, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272178, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272198, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272207, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272220, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272233, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272247, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272262, https://www1.bcaimage.com/Document?DocType=VehicleImage&width=600&docId=665272277"
